SYMBOL
AAPL
MSFT
NVDA
AMZN
GOOGL
META
TSLA
AVGO
WMT
LLY
JPM
V
MA
UNH
XOM
ORCL
COST
HD
NFLX
PG
JNJ
BAC
CRM
ABBV
CVX
KO
TMUS
WFC
MRK
NOW
CSCO
ACN
BX
TMO
AXP
MS
ABT
GE
IBM
MCD
LIN
PEP
ISRG
DIS
PM
GS
ADBE
QCOM
CAT
AMD
DHR
T
RTX
VZ
INTU
TXN
BLK
SPGI
BKNG
PFE
UNP
BSX
AMGN
SYK
C
SCHW
LOW
KKR
NEE
CMCSA
PGR
HON
UBER
AMAT
TJX
ANET
BA
COP
DE
PANW
ETN
ADP
FI
BMY
MDT
GILD
UPS
PLD
SBUX
VRTX
NKE
CB
MMC
LMT
ADI
CHTR
CRWD
MU
LRCX
APO
KLAC
ELV
SHW
SO
ICE
AMT
MCO
MO
PYPL
EQIX
WELL
DUK
PH
WM
INTC
CME
CI
HCA
APH
TT
CDNS
MMM
SNPS
CTAS
AON
MAR
PNC
CMG
MSI
COF
ZTS
MCK
FTNT
ITW
MDLZ
USB
REGN
ORLY
CL
AJG
EOG
APD
BDX
WDAY
CVS
RCL
DELL
NOC
ECL
RSG
WMB
FDX
ADSK
TGT
CSX
TFC
BK
HLT
KMI
AFL
MET
ROP
OKE
SLB
SPG
NSC
TRV
PCAR
AZO
AMP
CPRT
GWW
GM
DLR
NXPI
AEP
PAYX
PSA
LULU
SRE
FCX
HWM
VST
ALL
URI
JCI
DFS
PSX
COR
FANG
MSCI
O
ROST
AXON
MPC
CMI
MNST
NEM
AIG
NDAQ
D
OXY
DHI
FICO
HES
TEL
CTVA
TRGP
GLW
VLO
KR
DAL
CBRE
PWR
FIS
KMB
PRU
A
FAST
BKR
EW
KDP
AME
IT
GRMN
PEG
ODFL
LHX
CCI
CTSH
F
EXC
VRSK
XEL
IQV
RMD
IR
HUM
VMC
YUM
LEN
ACGL
KHC
SYY
WAB
RJF
PCG
UAL
CCL
DXCM
IDXX
EFX
ETR
MTB
MLM
STZ
EXR
GIS
HIG
TTWO
LYV
WTW
DECK
CNC
ED
VICI
EBAY
DD
ROK
LVS
AVB
WEC
CSGP
TSCO
CAH
HPQ
ANSS
EA
IRM
HSY
MCHP
MPWR
GDDY
BRO
FITB
EL
EQT
NUE
XYL
STT
TPL
KEYS
DOW
MTD
PPG
HPE
K
GPN
FTV
BR
DOV
VTR
EQR
TYL
CPAY
CHD
CDW
SYF
TROW
LYB
WBD
HBAN
AEE
WST
NVR
AWK
DTE
WAT
NTAP
PPL
ADM
ROL
TDY
LII
PHM
HAL
FE
PTC
ON
DVN
WRB
DRI
RF
WY
SBAC
NTRS
FOXA
FOX
ZBH
HUBB
IFF
EXPE
ATO
STE
CINF
WDC
EIX
PKG
CBOE
STX
BIIB
ES
CNP
ZBRA
CFG
LH
MKC
CTRA
IP
VRSN
NRG
TER
CLX
TSN
COO
CMS
KEY
BLDR
PODD
STLD
ULTA
LUV
INVH
PFG
ERIE
LDOS
L
BBY
SNA
TRMB
ESS
MAA
FDS
ARE
JBL
MOH
DGX
JBHT
MAS
MRNA
TPR
FSLR
GEN
OMC
J
NI
PNR
ALGN
IEX
NWS
HRL
BAX
NWSA
BALL
SMCI
GPC
HOLX
DLTR
RL
DG
EXPD
FFIV
KIM
EG
CF
AVY
RVTY
DOC
LNT
AKAM
DPZ
APTV
EVRG
EPAM
SWKS
TXT
DVA
AMCR
INCY
UDR
SWK
VTRS
REG
POOL
KMX
CHRW
JKHY
NDSN
NCLH
CAG
CPT
JNPR
HST
PAYC
TECH
BXP
CPB
DAY
ALLE
TAP
SJM
UHS
AIZ
BG
IPG
EMN
BEN
GL
AOS
ALB
MGM
LKQ
PNW
WBA
FRT
WYNN
MOS
MTCH
GNRC
IVZ
APA
LW
MKTX
TFX
ENPH
CRL
HAS
CE
MHK
PARA
AES
HII
CZR
BWA
FMC
